date,count
1/1/2017,100000
1/2/2017,100885
1/3/2017,101770
1/4/2017,102655
1/5/2017,103540
1/6/2017,104425
1/7/2017,105310
1/8/2017,106195
1/9/2017,107080
1/10/2017,107965
1/11/2017,108850
1/12/2017,109735
1/13/2017,110619
1/14/2017,111504
1/15/2017,112389
1/16/2017,113274
1/17/2017,114159
1/18/2017,115044
1/19/2017,115929
1/20/2017,116814
1/21/2017,117699
1/22/2017,118584
1/23/2017,119469
1/24/2017,120354
1/25/2017,121239
1/26/2017,122124
1/27/2017,123009
1/28/2017,123894
1/29/2017,124779
1/30/2017,125664
1/31/2017,126549
2/1/2017,127434
2/2/2017,128319
2/3/2017,129204
2/4/2017,130088
2/5/2017,130973
2/6/2017,131858
2/7/2017,132743
2/8/2017,133628
2/9/2017,134513
2/10/2017,135398
2/11/2017,136283
2/12/2017,137168
2/13/2017,138053
2/14/2017,138938
2/15/2017,139823
2/16/2017,140708
2/17/2017,141593
2/18/2017,142478
2/19/2017,143363
2/20/2017,144248
2/21/2017,145133
2/22/2017,146018
2/23/2017,146903
2/24/2017,147788
2/25/2017,148673
2/26/2017,149558
2/27/2017,150442
2/28/2017,151327
3/1/2017,152212
3/2/2017,153097
3/3/2017,153982
3/4/2017,154867
3/5/2017,155752
3/6/2017,156637
3/7/2017,157522
3/8/2017,158407
3/9/2017,159292
3/10/2017,160177
3/11/2017,161062
3/12/2017,161947
3/13/2017,162832
3/14/2017,163717
3/15/2017,164602
3/16/2017,165487
3/17/2017,166372
3/18/2017,167257
3/19/2017,168142
3/20/2017,169027
3/21/2017,169912
3/22/2017,170796
3/23/2017,171681
3/24/2017,172566
3/25/2017,173451
3/26/2017,174336
3/27/2017,175221
3/28/2017,176106
3/29/2017,176991
3/30/2017,177876
3/31/2017,178761
4/1/2017,179646
4/2/2017,180531
4/3/2017,181416
4/4/2017,182301
4/5/2017,183186
4/6/2017,184071
4/7/2017,184956
4/8/2017,185841
4/9/2017,186726
4/10/2017,187611
4/11/2017,188496
4/12/2017,189381
4/13/2017,190265
4/14/2017,191150
4/15/2017,192035
4/16/2017,192920
4/17/2017,193805
4/18/2017,194690
4/19/2017,195575
4/20/2017,196460
4/21/2017,197345
4/22/2017,198230
4/23/2017,199115
4/24/2017,200000
4/25/2017,200885
4/26/2017,201770
4/27/2017,202655
4/28/2017,203540
4/29/2017,204425
4/30/2017,205310
5/1/2017,206195
5/2/2017,207080
5/3/2017,207965
5/4/2017,208850
5/5/2017,209735
5/6/2017,210619
5/7/2017,211504
5/8/2017,212389
5/9/2017,213274
5/10/2017,214159
5/11/2017,215044
5/12/2017,215929
5/13/2017,216814
5/14/2017,217699
5/15/2017,218584
5/16/2017,219469
5/17/2017,220354
5/18/2017,221239
5/19/2017,222124
5/20/2017,223009
5/21/2017,223894
